state,district,market,commodity,variety,arrival_date,min_price,max_price,modal_price,arrival_quantity
Maharashtra,Ahmednagar,Sangamner,Rice,Common,05/05/2025,2876,5176,4026,505
Maharashtra,Ahmednagar,Sangamner,Maize,Yellow,05/05/2025,2094,3025,2559,146
Maharashtra,Solapur,Solapur,Tomato,Local,05/05/2025,888,2776,1832,229
Maharashtra,Solapur,Solapur,Onion,Red,05/05/2025,1320,3851,2585,78
Maharashtra,Solapur,Solapur,Potato,Local,05/05/2025,1227,2699,1963,279
Maharashtra,Solapur,Solapur,Wheat,147 Average,05/05/2025,2323,3485,2904,62
Maharashtra,Solapur,Solapur,Rice,Common,05/05/2025,2811,5061,3936,349
Maharashtra,Solapur,Solapur,Maize,Yellow,05/05/2025,2020,2918,2469,149
Maharashtra,Solapur,Pandharpur,Tomato,Local,05/05/2025,1023,3197,2110,96
Maharashtra,Solapur,Pandharpur,Onion,Red,05/05/2025,1444,4212,2828,486
Maharashtra,Solapur,Pandharpur,Potato,Local,05/05/2025,1143,2515,1829,106
Maharashtra,Solapur,Pandharpur,Wheat,147 Average,05/05/2025,2549,3824,3186,451
Maharashtra,Solapur,Pandharpur,Rice,Common,05/05/2025,2925,5265,4095,443
Maharashtra,Solapur,Pandharpur,Maize,Yellow,05/05/2025,2060,2976,2518,560
Maharashtra,Kolhapur,Kolhapur,Tomato,Local,05/05/2025,988,3088,2038,148
Maharashtra,Kolhapur,Kolhapur,Onion,Red,05/05/2025,1461,4262,2861,64
Maharashtra,Kolhapur,Kolhapur,Potato,Local,05/05/2025,1115,2453,1784,327
Maharashtra,Kolhapur,Kolhapur,Wheat,147 Average,05/05/2025,2275,3413,2844,415
Maharashtra,Kolhapur,Kolhapur,Rice,Common,05/05/2025,3009,5417,4213,100
Maharashtra,Kolhapur,Kolhapur,Maize,Yellow,05/05/2025,2255,3258,2756,343
Maharashtra,Kolhapur,Vadgaon,Tomato,Local,05/05/2025,938,2932,1935,230
Maharashtra,Kolhapur,Vadgaon,Onion,Red,05/05/2025,1410,4113,2761,517
Maharashtra,Kolhapur,Vadgaon,Potato,Local,05/05/2025,1105,2432,1768,299
Maharashtra,Kolhapur,Vadgaon,Wheat,147 Average,05/05/2025,2427,3641,3034,362
Maharashtra,Kolhapur,Vadgaon,Rice,Common,05/05/2025,3007,5414,4210,524
Maharashtra,Kolhapur,Vadgaon,Maize,Yellow,05/05/2025,2121,3064,2592,80
Maharashtra,Nashik,Nashik,Tomato,Local,06/05/2025,998,3121,2059,528
Maharashtra,Nashik,Nashik,Onion,Red,06/05/2025,1405,4098,2751,456
Maharashtra,Nashik,Nashik,Potato,Local,06/05/2025,1197,2634,1915,98
Maharashtra,Nashik,Nashik,Wheat,147 Average,06/05/2025,2349,3524,2936,70
Maharashtra,Nashik,Nashik,Rice,Common,06/05/2025,2932,5278,4105,438
Maharashtra,Nashik,Nashik,Maize,Yellow,06/05/2025,2133,3081,2607,74
Maharashtra,Nashik,Lasalgaon,Tomato,Local,06/05/2025,996,3115,2055,277
Maharashtra,Nashik,Lasalgaon,Onion,Red,06/05/2025,1544,4503,3023,157
Maharashtra,Nashik,Lasalgaon,Potato,Local,06/05/2025,1067,2349,1708,251
Maharashtra,Nashik,Lasalgaon,Wheat,147 Average,06/05/2025,2218,3327,2772,500
Maharashtra,Nashik,Lasalgaon,Rice,Common,06/05/2025,2741,4935,3838,388
Maharashtra,Nashik,Lasalgaon,Maize,Yellow,06/05/2025,1953,2821,2387,69
Maharashtra,Nashik,Pimpalgaon,Tomato,Local,06/05/2025,959,2997,1978,267
Maharashtra,Nashik,Pimpalgaon,Onion,Red,06/05/2025,1405,4100,2752,444
Maharashtra,Nashik,Pimpalgaon,Potato,Local,06/05/2025,1290,2838,2064,76
Maharashtra,Nashik,Pimpalgaon,Wheat,147 Average,06/05/2025,2391,3586,2988,383
Maharashtra,Nashik,Pimpalgaon,Rice,Common,06/05/2025,3168,5702,4435,619
Maharashtra,Nashik,Pimpalgaon,Maize,Yellow,06/05/2025,1982,2864,2423,168
Maharashtra,Pune,Pune,Tomato,Local,06/05/2025,849,2654,1751,316
Maharashtra,Pune,Pune,Onion,Red,06/05/2025,1411,4117,2764,76
Maharashtra,Pune,Pune,Potato,Local,06/05/2025,1222,2689,1955,557
Maharashtra,Pune,Pune,Wheat,147 Average,06/05/2025,2570,3855,3212,585
Maharashtra,Pune,Pune,Rice,Common,06/05/2025,2887,5196,4041,438
Maharashtra,Pune,Pune,Maize,Yellow,06/05/2025,2157,3117,2637,111
Maharashtra,Pune,Junnar,Tomato,Local,06/05/2025,907,2836,1871,502
Maharashtra,Pune,Junnar,Onion,Red,06/05/2025,1460,4259,2859,241
Maharashtra,Pune,Junnar,Potato,Local,06/05/2025,1278,2812,2045,75
Maharashtra,Pune,Junnar,Wheat,147 Average,06/05/2025,2485,3728,3106,343
Maharashtra,Pune,Junnar,Rice,Common,06/05/2025,3012,5422,4217,455
Maharashtra,Pune,Junnar,Maize,Yellow,06/05/2025,2190,3164,2677,125
Maharashtra,Pune,Khed,Tomato,Local,06/05/2025,887,2774,1830,117
Maharashtra,Pune,Khed,Onion,Red,06/05/2025,1274,3716,2495,445
Maharashtra,Pune,Khed,Potato,Local,06/05/2025,1247,2743,1995,239
Maharashtra,Pune,Khed,Wheat,147 Average,06/05/2025,2429,3644,3036,146
Maharashtra,Pune,Khed,Rice,Common,06/05/2025,2831,5097,3964,556
Maharashtra,Pune,Khed,Maize,Yellow,06/05/2025,2198,3175,2686,288
Maharashtra,Ahmednagar,Ahmednagar,Tomato,Local,06/05/2025,970,3032,2001,309
Maharashtra,Ahmednagar,Ahmednagar,Onion,Red,06/05/2025,1458,4254,2856,213
Maharashtra,Ahmednagar,Ahmednagar,Potato,Local,06/05/2025,1067,2348,1707,325
Maharashtra,Ahmednagar,Ahmednagar,Wheat,147 Average,06/05/2025,2471,3706,3088,71
Maharashtra,Ahmednagar,Ahmednagar,Rice,Common,06/05/2025,2948,5307,4127,164
Maharashtra,Ahmednagar,Ahmednagar,Maize,Yellow,06/05/2025,2060,2976,2518,364
Maharashtra,Ahmednagar,Sangamner,Tomato,Local,06/05/2025,906,2832,1869,136
Maharashtra,Ahmednagar,Sangamner,Onion,Red,06/05/2025,1530,4463,2996,449
Maharashtra,Ahmednagar,Sangamner,Potato,Local,06/05/2025,1165,2563,1864,337
Maharashtra,Ahmednagar,Sangamner,Wheat,147 Average,06/05/2025,2114,3171,2642,463
Maharashtra,Ahmednagar,Sangamner,Rice,Common,06/05/2025,2972,5349,4160,446
Maharashtra,Ahmednagar,Sangamner,Maize,Yellow,06/05/2025,2018,2915,2466,529
Maharashtra,Solapur,Solapur,Tomato,Local,06/05/2025,1008,3150,2079,430
Maharashtra,Solapur,Solapur,Onion,Red,06/05/2025,1362,3973,2667,484
Maharashtra,Solapur,Solapur,Potato,Local,06/05/2025,1214,2671,1942,587
Maharashtra,Solapur,Solapur,Wheat,147 Average,06/05/2025,2347,3521,2934,173
Maharashtra,Solapur,Solapur,Rice,Common,06/05/2025,3084,5552,4318,163
Maharashtra,Solapur,Solapur,Maize,Yellow,06/05/2025,2271,3281,2776,555
Maharashtra,Solapur,Pandharpur,Tomato,Local,06/05/2025,965,3018,1991,210
Maharashtra,Solapur,Pandharpur,Onion,Red,06/05/2025,1295,3777,2536,323
Maharashtra,Solapur,Pandharpur,Potato,Local,06/05/2025,1165,2563,1864,325
Maharashtra,Solapur,Pandharpur,Wheat,147 Average,06/05/2025,2274,3412,2843,507
Maharashtra,Solapur,Pandharpur,Rice,Common,06/05/2025,2768,4982,3875,341
Maharashtra,Solapur,Pandharpur,Maize,Yellow,06/05/2025,1976,2854,2415,362
Maharashtra,Kolhapur,Kolhapur,Tomato,Local,06/05/2025,969,3028,1998,438
Maharashtra,Kolhapur,Kolhapur,Onion,Red,06/05/2025,1433,4181,2807,365
Maharashtra,Kolhapur,Kolhapur,Potato,Local,06/05/2025,1280,2817,2048,583
Maharashtra,Kolhapur,Kolhapur,Wheat,147 Average,06/05/2025,2569,3853,3211,189
Maharashtra,Kolhapur,Kolhapur,Rice,Common,06/05/2025,2846,5123,3984,257
Maharashtra,Kolhapur,Kolhapur,Maize,Yellow,06/05/2025,1987,2870,2428,292
Maharashtra,Kolhapur,Vadgaon,Tomato,Local,06/05/2025,934,2920,1927,70
Maharashtra,Kolhapur,Vadgaon,Onion,Red,06/05/2025,1385,4040,2712,124
Maharashtra,Kolhapur,Vadgaon,Potato,Local,06/05/2025,1133,2492,1812,209
Maharashtra,Kolhapur,Vadgaon,Wheat,147 Average,06/05/2025,2257,3385,2821,511
Maharashtra,Kolhapur,Vadgaon,Rice,Common,06/05/2025,2876,5177,4026,232
Maharashtra,Kolhapur,Vadgaon,Maize,Yellow,06/05/2025,2198,3175,2686,552
Maharashtra,Nashik,Nashik,Tomato,Local,07/05/2025,848,2653,1750,274
Maharashtra,Nashik,Nashik,Onion,Red,07/05/2025,1506,4394,2950,228
Maharashtra,Nashik,Nashik,Potato,Local,07/05/2025,1294,2847,2070,215
Maharashtra,Nashik,Nashik,Wheat,147 Average,07/05/2025,2423,3635,3029,146
Maharashtra,Nashik,Nashik,Rice,Common,07/05/2025,2799,5038,3918,187
Maharashtra,Nashik,Nashik,Maize,Yellow,07/05/2025,2008,2901,2454,280
Maharashtra,Nashik,Lasalgaon,Tomato,Local,07/05/2025,859,2685,1772,78
Maharashtra,Nashik,Lasalgaon,Onion,Red,07/05/2025,1486,4335,2910,349
Maharashtra,Nashik,Lasalgaon,Potato,Local,07/05/2025,1127,2480,1803,441
Maharashtra,Nashik,Lasalgaon,Wheat,147 Average,07/05/2025,2563,3845,3204,81
Maharashtra,Nashik,Lasalgaon,Rice,Common,07/05/2025,2674,4814,3744,461
Maharashtra,Nashik,Lasalgaon,Maize,Yellow,07/05/2025,2079,3003,2541,256
Maharashtra,Nashik,Pimpalgaon,Tomato,Local,07/05/2025,883,2761,1822,532
Maharashtra,Nashik,Pimpalgaon,Onion,Red,07/05/2025,1414,4124,2769,161
Maharashtra,Nashik,Pimpalgaon,Potato,Local,07/05/2025,1188,2614,1901,355
Maharashtra,Nashik,Pimpalgaon,Wheat,147 Average,07/05/2025,2193,3290,2741,527
Maharashtra,Nashik,Pimpalgaon,Rice,Common,07/05/2025,3156,5681,4418,463
Maharashtra,Nashik,Pimpalgaon,Maize,Yellow,07/05/2025,2287,3304,2795,219
Maharashtra,Pune,Pune,Tomato,Local,07/05/2025,1028,3215,2121,258
Maharashtra,Pune,Pune,Onion,Red,07/05/2025,1521,4436,2978,367
Maharashtra,Pune,Pune,Potato,Local,07/05/2025,1097,2414,1755,392
Maharashtra,Pune,Pune,Wheat,147 Average,07/05/2025,2148,3222,2685,299
Maharashtra,Pune,Pune,Rice,Common,07/05/2025,2666,4799,3732,499
Maharashtra,Pune,Pune,Maize,Yellow,07/05/2025,2034,2939,2486,452
Maharashtra,Pune,Junnar,Tomato,Local,07/05/2025,994,3107,2050,234
Maharashtra,Pune,Junnar,Onion,Red,07/05/2025,1348,3933,2640,332
Maharashtra,Pune,Junnar,Potato,Local,07/05/2025,1278,2813,2045,398
Maharashtra,Pune,Junnar,Wheat,147 Average,07/05/2025,2258,3387,2822,147
Maharashtra,Pune,Junnar,Rice,Common,07/05/2025,3171,5708,4439,362
Maharashtra,Pune,Junnar,Maize,Yellow,07/05/2025,2121,3063,2592,522
Maharashtra,Pune,Khed,Tomato,Local,07/05/2025,965,3018,1991,183
Maharashtra,Pune,Khed,Onion,Red,07/05/2025,1299,3789,2544,393
Maharashtra,Pune,Khed,Potato,Local,07/05/2025,1247,2743,1995,213
Maharashtra,Pune,Khed,Wheat,147 Average,07/05/2025,2338,3508,2923,337
Maharashtra,Pune,Khed,Rice,Common,07/05/2025,3127,5629,4378,399
Maharashtra,Pune,Khed,Maize,Yellow,07/05/2025,2158,3118,2638,163
Maharashtra,Ahmednagar,Ahmednagar,Tomato,Local,07/05/2025,973,3042,2007,67
Maharashtra,Ahmednagar,Ahmednagar,Onion,Red,07/05/2025,1433,4182,2807,336
Maharashtra,Ahmednagar,Ahmednagar,Potato,Local,07/05/2025,1064,2341,1702,373
Maharashtra,Ahmednagar,Ahmednagar,Wheat,147 Average,07/05/2025,2514,3771,3142,584
Maharashtra,Ahmednagar,Ahmednagar,Rice,Common,07/05/2025,2745,4941,3843,298
Maharashtra,Ahmednagar,Ahmednagar,Maize,Yellow,07/05/2025,2331,3367,2849,469
Maharashtra,Ahmednagar,Sangamner,Tomato,Local,07/05/2025,863,2697,1780,184
Maharashtra,Ahmednagar,Sangamner,Onion,Red,07/05/2025,1335,3893,2614,430
Maharashtra,Ahmednagar,Sangamner,Potato,Local,07/05/2025,1192,2624,1908,546
Maharashtra,Ahmednagar,Sangamner,Wheat,147 Average,07/05/2025,2389,3584,2986,474
Maharashtra,Ahmednagar,Sangamner,Rice,Common,07/05/2025,3160,5688,4424,470
Maharashtra,Ahmednagar,Sangamner,Maize,Yellow,07/05/2025,2140,3092,2616,61
Maharashtra,Solapur,Solapur,Tomato,Local,07/05/2025,856,2677,1766,139
Maharashtra,Solapur,Solapur,Onion,Red,07/05/2025,1553,4530,3041,197
Maharashtra,Solapur,Solapur,Potato,Local,07/05/2025,1268,2790,2029,488
Maharashtra,Solapur,Solapur,Wheat,147 Average,07/05/2025,2538,3807,3172,539
Maharashtra,Solapur,Solapur,Rice,Common,07/05/2025,3148,5667,4407,132
Maharashtra,Solapur,Solapur,Maize,Yellow,07/05/2025,2002,2892,2447,484
Maharashtra,Solapur,Pandharpur,Tomato,Local,07/05/2025,903,2822,1862,83
Maharashtra,Solapur,Pandharpur,Onion,Red,07/05/2025,1467,4280,2873,113
Maharashtra,Solapur,Pandharpur,Potato,Local,07/05/2025,1150,2530,1840,262
Maharashtra,Solapur,Pandharpur,Wheat,147 Average,07/05/2025,2485,3728,3106,469
Maharashtra,Solapur,Pandharpur,Rice,Common,07/05/2025,3064,5516,4290,331
Maharashtra,Solapur,Pandharpur,Maize,Yellow,07/05/2025,2226,3216,2721,145
Maharashtra,Kolhapur,Kolhapur,Tomato,Local,07/05/2025,1008,3152,2080,539
Maharashtra,Kolhapur,Kolhapur,Onion,Red,07/05/2025,1275,3721,2498,166
Maharashtra,Kolhapur,Kolhapur,Potato,Local,07/05/2025,1293,2846,2069,328
Maharashtra,Kolhapur,Kolhapur,Wheat,147 Average,07/05/2025,2242,3364,2803,492
Maharashtra,Kolhapur,Kolhapur,Rice,Common,07/05/2025,3079,5543,4311,255
Maharashtra,Kolhapur,Kolhapur,Maize,Yellow,07/05/2025,2296,3317,2806,585
Maharashtra,Kolhapur,Vadgaon,Tomato,Local,07/05/2025,917,2867,1892,532
Maharashtra,Kolhapur,Vadgaon,Onion,Red,07/05/2025,1436,4189,2812,484
Maharashtra,Kolhapur,Vadgaon,Potato,Local,07/05/2025,1077,2369,1723,304
Maharashtra,Kolhapur,Vadgaon,Wheat,147 Average,07/05/2025,2218,3327,2772,186
Maharashtra,Kolhapur,Vadgaon,Rice,Common,07/05/2025,2708,4874,3791,220
Maharashtra,Kolhapur,Vadgaon,Maize,Yellow,07/05/2025,2328,3363,2845,537
Maharashtra,Nashik,Nashik,Tomato,Local,08/05/2025,914,2858,1886,111
Maharashtra,Nashik,Nashik,Onion,Red,08/05/2025,1291,3767,2529,100
Maharashtra,Nashik,Nashik,Potato,Local,08/05/2025,1207,2656,1931,398
Maharashtra,Nashik,Nashik,Wheat,147 Average,08/05/2025,2155,3232,2693,152
Maharashtra,Nashik,Nashik,Rice,Common,08/05/2025,2789,5020,3904,405
Maharashtra,Nashik,Nashik,Maize,Yellow,08/05/2025,1987,2871,2429,311
Maharashtra,Nashik,Lasalgaon,Tomato,Local,08/05/2025,877,2741,1809,415
Maharashtra,Nashik,Lasalgaon,Onion,Red,08/05/2025,1283,3742,2512,484
Maharashtra,Nashik,Lasalgaon,Potato,Local,08/05/2025,1083,2382,1732,498
Maharashtra,Nashik,Lasalgaon,Wheat,147 Average,08/05/2025,2371,3557,2964,309
Maharashtra,Nashik,Lasalgaon,Rice,Common,08/05/2025,2900,5221,4060,428
Maharashtra,Nashik,Lasalgaon,Maize,Yellow,08/05/2025,1991,2876,2433,357
Maharashtra,Nashik,Pimpalgaon,Tomato,Local,08/05/2025,929,2906,1917,347
Maharashtra,Nashik,Pimpalgaon,Onion,Red,08/05/2025,1351,3941,2646,80
Maharashtra,Nashik,Pimpalgaon,Potato,Local,08/05/2025,1068,2349,1708,427
Maharashtra,Nashik,Pimpalgaon,Wheat,147 Average,08/05/2025,2319,3479,2899,223
Maharashtra,Nashik,Pimpalgaon,Rice,Common,08/05/2025,2748,4947,3847,250
Maharashtra,Nashik,Pimpalgaon,Maize,Yellow,08/05/2025,2146,3100,2623,346
Maharashtra,Pune,Pune,Tomato,Local,08/05/2025,873,2730,1801,411
Maharashtra,Pune,Pune,Onion,Red,08/05/2025,1474,4301,2887,169
Maharashtra,Pune,Pune,Potato,Local,08/05/2025,1112,2446,1779,82
Maharashtra,Pune,Pune,Wheat,147 Average,08/05/2025,2538,3808,3173,479
Maharashtra,Pune,Pune,Rice,Common,08/05/2025,2930,5275,4102,560
Maharashtra,Pune,Pune,Maize,Yellow,08/05/2025,2119,3061,2590,460
Maharashtra,Pune,Junnar,Tomato,Local,08/05/2025,978,3058,2018,375
Maharashtra,Pune,Junnar,Onion,Red,08/05/2025,1490,4346,2918,294
Maharashtra,Pune,Junnar,Potato,Local,08/05/2025,1131,2490,1810,62
Maharashtra,Pune,Junnar,Wheat,147 Average,08/05/2025,2443,3665,3054,495
Maharashtra,Pune,Junnar,Rice,Common,08/05/2025,2849,5129,3989,166
Maharashtra,Pune,Junnar,Maize,Yellow,08/05/2025,2316,3346,2831,165
Maharashtra,Pune,Khed,Tomato,Local,08/05/2025,888,2776,1832,112
Maharashtra,Pune,Khed,Onion,Red,08/05/2025,1541,4496,3018,207
Maharashtra,Pune,Khed,Potato,Local,08/05/2025,1227,2699,1963,346
Maharashtra,Pune,Khed,Wheat,147 Average,08/05/2025,2589,3883,3236,635
Maharashtra,Pune,Khed,Rice,Common,08/05/2025,2953,5315,4134,157
Maharashtra,Pune,Khed,Maize,Yellow,08/05/2025,2190,3164,2677,417
Maharashtra,Ahmednagar,Ahmednagar,Tomato,Local,08/05/2025,912,2850,1881,333
Maharashtra,Ahmednagar,Ahmednagar,Onion,Red,08/05/2025,1524,4445,2984,359
Maharashtra,Ahmednagar,Ahmednagar,Potato,Local,08/05/2025,1088,2395,1741,388
Maharashtra,Ahmednagar,Ahmednagar,Wheat,147 Average,08/05/2025,2139,3209,2674,226
Maharashtra,Ahmednagar,Ahmednagar,Rice,Common,08/05/2025,3238,5828,4533,515
Maharashtra,Ahmednagar,Ahmednagar,Maize,Yellow,08/05/2025,2096,3027,2561,107
Maharashtra,Ahmednagar,Sangamner,Tomato,Local,08/05/2025,1018,3183,2100,555
Maharashtra,Ahmednagar,Sangamner,Onion,Red,08/05/2025,1431,4176,2803,312
Maharashtra,Ahmednagar,Sangamner,Potato,Local,08/05/2025,1142,2514,1828,480
Maharashtra,Ahmednagar,Sangamner,Wheat,147 Average,08/05/2025,2355,3532,2943,393
Maharashtra,Ahmednagar,Sangamner,Rice,Common,08/05/2025,2734,4922,3828,70
Maharashtra,Ahmednagar,Sangamner,Maize,Yellow,08/05/2025,2000,2889,2444,335
Maharashtra,Solapur,Solapur,Tomato,Local,08/05/2025,936,2927,1931,334
Maharashtra,Solapur,Solapur,Onion,Red,08/05/2025,1308,3816,2562,342
Maharashtra,Solapur,Solapur,Potato,Local,08/05/2025,1149,2528,1838,229
Maharashtra,Solapur,Solapur,Wheat,147 Average,08/05/2025,2219,3329,2774,455
Maharashtra,Solapur,Solapur,Rice,Common,08/05/2025,2670,4806,3738,440
Maharashtra,Solapur,Solapur,Maize,Yellow,08/05/2025,2220,3206,2713,313
Maharashtra,Solapur,Pandharpur,Tomato,Local,08/05/2025,962,3007,1984,154
Maharashtra,Solapur,Pandharpur,Onion,Red,08/05/2025,1512,4411,2961,454
Maharashtra,Solapur,Pandharpur,Potato,Local,08/05/2025,1149,2529,1839,262
Maharashtra,Solapur,Pandharpur,Wheat,147 Average,08/05/2025,2472,3709,3090,518
Maharashtra,Solapur,Pandharpur,Rice,Common,08/05/2025,2744,4940,3842,63
Maharashtra,Solapur,Pandharpur,Maize,Yellow,08/05/2025,2121,3064,2592,180
Maharashtra,Kolhapur,Kolhapur,Tomato,Local,08/05/2025,1021,3193,2107,136
Maharashtra,Kolhapur,Kolhapur,Onion,Red,08/05/2025,1521,4436,2978,605
Maharashtra,Kolhapur,Kolhapur,Potato,Local,08/05/2025,1196,2631,1913,409
Maharashtra,Kolhapur,Kolhapur,Wheat,147 Average,08/05/2025,2580,3870,3225,555
Maharashtra,Kolhapur,Kolhapur,Rice,Common,08/05/2025,2774,4993,3883,246
Maharashtra,Kolhapur,Kolhapur,Maize,Yellow,08/05/2025,2091,3020,2555,227
Maharashtra,Kolhapur,Vadgaon,Tomato,Local,08/05/2025,889,2779,1834,72
Maharashtra,Kolhapur,Vadgaon,Onion,Red,08/05/2025,1406,4103,2754,262
Maharashtra,Kolhapur,Vadgaon,Potato,Local,08/05/2025,1085,2388,1736,130
Maharashtra,Kolhapur,Vadgaon,Wheat,147 Average,08/05/2025,2561,3841,3201,450
Maharashtra,Kolhapur,Vadgaon,Rice,Common,08/05/2025,3055,5500,4277,128
Maharashtra,Kolhapur,Vadgaon,Maize,Yellow,08/05/2025,1971,2848,2409,104
Maharashtra,Nashik,Nashik,Tomato,Local,09/05/2025,870,2721,1795,388
Maharashtra,Nashik,Nashik,Onion,Red,09/05/2025,1549,4520,3034,358
Maharashtra,Nashik,Nashik,Potato,Local,09/05/2025,1090,2399,1744,233
Maharashtra,Nashik,Nashik,Wheat,147 Average,09/05/2025,2487,3731,3109,207
Maharashtra,Nashik,Nashik,Rice,Common,09/05/2025,2845,5122,3983,388
Maharashtra,Nashik,Nashik,Maize,Yellow,09/05/2025,2150,3106,2628,273
Maharashtra,Nashik,Lasalgaon,Tomato,Local,09/05/2025,983,3073,2028,528
Maharashtra,Nashik,Lasalgaon,Onion,Red,09/05/2025,1509,4403,2956,310
Maharashtra,Nashik,Lasalgaon,Potato,Local,09/05/2025,1297,2854,2075,527
Maharashtra,Nashik,Lasalgaon,Wheat,147 Average,09/05/2025,2495,3742,3118,505
Maharashtra,Nashik,Lasalgaon,Rice,Common,09/05/2025,3027,5450,4238,179
Maharashtra,Nashik,Lasalgaon,Maize,Yellow,09/05/2025,1961,2833,2397,354
Maharashtra,Nashik,Pimpalgaon,Tomato,Local,09/05/2025,1019,3185,2102,330
Maharashtra,Nashik,Pimpalgaon,Onion,Red,09/05/2025,1370,3996,2683,561
Maharashtra,Nashik,Pimpalgaon,Potato,Local,09/05/2025,1221,2686,1953,245
Maharashtra,Nashik,Pimpalgaon,Wheat,147 Average,09/05/2025,2531,3797,3164,298
Maharashtra,Nashik,Pimpalgaon,Rice,Common,09/05/2025,2868,5163,4015,554
Maharashtra,Nashik,Pimpalgaon,Maize,Yellow,09/05/2025,2260,3265,2762,308
Maharashtra,Pune,Pune,Tomato,Local,09/05/2025,1012,3164,2088,384
Maharashtra,Pune,Pune,Onion,Red,09/05/2025,1475,4303,2889,567
Maharashtra,Pune,Pune,Potato,Local,09/05/2025,1235,2717,1976,431
Maharashtra,Pune,Pune,Wheat,147 Average,09/05/2025,2440,3660,3050,220
Maharashtra,Pune,Pune,Rice,Common,09/05/2025,2976,5357,4166,424
Maharashtra,Pune,Pune,Maize,Yellow,09/05/2025,2322,3354,2838,600
Maharashtra,Pune,Junnar,Tomato,Local,09/05/2025,1015,3174,2094,516
Maharashtra,Pune,Junnar,Onion,Red,09/05/2025,1377,4016,2696,383
Maharashtra,Pune,Junnar,Potato,Local,09/05/2025,1129,2484,1806,255
Maharashtra,Pune,Junnar,Wheat,147 Average,09/05/2025,2512,3769,3140,125
Maharashtra,Pune,Junnar,Rice,Common,09/05/2025,3104,5587,4345,426
Maharashtra,Pune,Junnar,Maize,Yellow,09/05/2025,1925,2781,2353,140
Maharashtra,Pune,Khed,Tomato,Local,09/05/2025,1008,3152,2080,245
Maharashtra,Pune,Khed,Onion,Red,09/05/2025,1375,4013,2694,424
Maharashtra,Pune,Khed,Potato,Local,09/05/2025,1288,2835,2061,311
Maharashtra,Pune,Khed,Wheat,147 Average,09/05/2025,2281,3422,2851,276
Maharashtra,Pune,Khed,Rice,Common,09/05/2025,3068,5522,4295,65
Maharashtra,Pune,Khed,Maize,Yellow,09/05/2025,2100,3034,2567,333
Maharashtra,Ahmednagar,Ahmednagar,Tomato,Local,09/05/2025,894,2796,1845,136
Maharashtra,Ahmednagar,Ahmednagar,Onion,Red,09/05/2025,1347,3931,2639,57
Maharashtra,Ahmednagar,Ahmednagar,Potato,Local,09/05/2025,1165,2564,1864,314
Maharashtra,Ahmednagar,Ahmednagar,Wheat,147 Average,09/05/2025,2220,3331,2775,486
Maharashtra,Ahmednagar,Ahmednagar,Rice,Common,09/05/2025,2767,4980,3873,381
Maharashtra,Ahmednagar,Ahmednagar,Maize,Yellow,09/05/2025,2073,2995,2534,226
Maharashtra,Ahmednagar,Sangamner,Tomato,Local,09/05/2025,970,3033,2001,375
Maharashtra,Ahmednagar,Sangamner,Onion,Red,09/05/2025,1363,3977,2670,400
Maharashtra,Ahmednagar,Sangamner,Potato,Local,09/05/2025,1248,2747,1997,490
Maharashtra,Ahmednagar,Sangamner,Wheat,147 Average,09/05/2025,2307,3460,2883,486
Maharashtra,Ahmednagar,Sangamner,Rice,Common,09/05/2025,2840,5112,3976,162
Maharashtra,Ahmednagar,Sangamner,Maize,Yellow,09/05/2025,1982,2863,2422,144
Maharashtra,Solapur,Solapur,Tomato,Local,09/05/2025,907,2837,1872,125
Maharashtra,Solapur,Solapur,Onion,Red,09/05/2025,1287,3756,2521,358
Maharashtra,Solapur,Solapur,Potato,Local,09/05/2025,1209,2660,1934,112
Maharashtra,Solapur,Solapur,Wheat,147 Average,09/05/2025,2605,3907,3256,215
Maharashtra,Solapur,Solapur,Rice,Common,09/05/2025,3216,5789,4502,184
Maharashtra,Solapur,Solapur,Maize,Yellow,09/05/2025,2305,3330,2817,143
Maharashtra,Solapur,Pandharpur,Tomato,Local,09/05/2025,963,3009,1986,455
Maharashtra,Solapur,Pandharpur,Onion,Red,09/05/2025,1399,4081,2740,70
Maharashtra,Solapur,Pandharpur,Potato,Local,09/05/2025,1176,2587,1881,556
Maharashtra,Solapur,Pandharpur,Wheat,147 Average,09/05/2025,2435,3653,3044,108
Maharashtra,Solapur,Pandharpur,Rice,Common,09/05/2025,3187,5737,4462,568
Maharashtra,Solapur,Pandharpur,Maize,Yellow,09/05/2025,2015,2911,2463,314
Maharashtra,Kolhapur,Kolhapur,Tomato,Local,09/05/2025,1024,3200,2112,347
Maharashtra,Kolhapur,Kolhapur,Onion,Red,09/05/2025,1447,4221,2834,299
Maharashtra,Kolhapur,Kolhapur,Potato,Local,09/05/2025,1300,2861,2080,305
Maharashtra,Kolhapur,Kolhapur,Wheat,147 Average,09/05/2025,2412,3619,3015,175
Maharashtra,Kolhapur,Kolhapur,Rice,Common,09/05/2025,2725,4906,3815,513
Maharashtra,Kolhapur,Kolhapur,Maize,Yellow,09/05/2025,2091,3020,2555,106
Maharashtra,Kolhapur,Vadgaon,Tomato,Local,09/05/2025,892,2789,1840,470
Maharashtra,Kolhapur,Vadgaon,Onion,Red,09/05/2025,1389,4051,2720,252
Maharashtra,Kolhapur,Vadgaon,Potato,Local,09/05/2025,1155,2541,1848,168
